Input.video1,Input.video2,Input.video3,Input.video4,Input.video5,Input.action1,Input.action2,Input.action3,Input.action4,Input.action5,Input.reason1,Input.reason2,Input.reason3,Input.reason4,Input.reason5,Answer.category1.labels,Answer.category2.labels,Answer.category3.labels,Answer.category4.labels,Answer.category5.labels,Answer.others1,Answer.others2,Answer.others3,Answer.others4,Answer.others5,Answer.confidence1.high.on,Answer.confidence2.high.on,Answer.confidence3.high.on,Answer.confidence4.high.on,Answer.confidence5.high.on,Answer.why1,Answer.why2,Answer.why3,Answer.why4,Answer.why5,Answer.comment1,Answer.comment2,Answer.comment3,Answer.comment4,Answer.comment5
https://github.com/OanaIgnat/miniclips/blob/main/no_check/8e16gj2rA3s+0:09:33+0:10:09.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FbdKzw2B8sU+0:01:10+0:01:53.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/iCB6EesfCGY+0:01:45+0:02:23.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/3bVRXb16Mxc+0:06:26+0:06:53.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],['listen to music'],['use later'],"['change your mind', 'make improvement']",['cleanse face'],none,none,none,none,none,False,True,True,False,True,mentioned,both,both,mentioned,both,"audio cuts out on video one and there is no example of ""thanking"".","audio cuts out on video one and there is no example of ""thanking"".","audio cuts out on video one and there is no example of ""thanking"".","audio cuts out on video one and there is no example of ""thanking"".","audio cuts out on video one and there is no example of ""thanking""."
https://github.com/OanaIgnat/miniclips/blob/main/no_check/8e16gj2rA3s+0:09:44+0:10:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/fbkPlsEj7MA+0:02:22+0:03:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/LfNn-JeSCbs+0:08:48+0:09:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5Vj2TM7h6vc+0:02:48+0:03:05.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],['listen to music'],['use later'],"['change your mind', 'fun']",['cleanse face'],none,none,none,none,none,True,True,False,True,True,mentioned,mentioned,mentioned,mentioned,shown,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/8e16gj2rA3s+0:09:44+0:10:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/fbkPlsEj7MA+0:02:22+0:03:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/LfNn-JeSCbs+0:08:48+0:09:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5Vj2TM7h6vc+0:02:48+0:03:05.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good', 'grateful']",['enjoy'],['was memorable'],['exciting'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,both,both,shown,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/8e16gj2rA3s+0:09:44+0:10:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/fbkPlsEj7MA+0:02:22+0:03:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/LfNn-JeSCbs+0:08:48+0:09:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5Vj2TM7h6vc+0:02:48+0:03:05.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['learn'],['was memorable'],['change your mind'],['cleanse face'],none,none,none,none,none,True,False,True,True,True,mentioned,mentioned,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/JTqESb9o8Lg+0:04:18+0:04:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:02:04+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/AWs2rtUAyKU+0:11:02+0:11:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5YXrrBBwuSM+0:07:40+0:08:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'grateful']","['be productive', 'listen to music']",['was memorable'],['exciting'],['clean arms and chest'],none,none,none,none,none,True,False,True,True,True,mentioned,both,mentioned,both,shown,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/JTqESb9o8Lg+0:04:18+0:04:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:02:04+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/AWs2rtUAyKU+0:11:02+0:11:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5YXrrBBwuSM+0:07:40+0:08:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'grateful']",['listen to music'],['use later'],['fun'],['clean arms and chest'],none,none,none,none,none,True,True,False,True,True,mentioned,mentioned,mentioned,both,both,na,na,na,na,na
https://github.com/OanaIgnat/miniclips/blob/main/no_check/JTqESb9o8Lg+0:04:18+0:04:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:02:04+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/AWs2rtUAyKU+0:11:02+0:11:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/5YXrrBBwuSM+0:07:40+0:08:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['listen to music'],['I cannot find any reason mentioned verbally or shown visually in the video'],['fickle'],['clean arms and chest'],none,none,none,none,none,True,True,True,True,True,mentioned,mentioned,mentioned,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/3nMKB65DbvI+0:00:02+0:00:46.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:03:56+0:04:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c_4BhHwKwuY+0:07:50+0:08:08.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-RNQRtysz8M+0:07:25+0:07:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['feel good', 'grateful']","['enjoy', 'hear what saying', 'listen to music']","['was interesting', 'was memorable']",['make improvement'],['remove mask'],none,none,none,none,none,True,True,True,True,True,mentioned,mentioned,shown,shown,shown,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/3nMKB65DbvI+0:00:02+0:00:46.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:03:56+0:04:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c_4BhHwKwuY+0:07:50+0:08:08.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-RNQRtysz8M+0:07:25+0:07:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['listen to music'],['use later'],['fickle'],['remove mask'],none,none,none,none,none,False,True,True,False,True,mentioned,mentioned,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/3nMKB65DbvI+0:00:02+0:00:46.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/FUc0yNDrA6w+0:03:56+0:04:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c_4BhHwKwuY+0:07:50+0:08:08.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-RNQRtysz8M+0:07:25+0:07:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],['listen to music'],['use later'],['change your mind'],['remove mask'],none,none,none,none,none,True,True,False,False,True,mentioned,mentioned,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/QYuG1y0l45E+0:16:56+0:17:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/ji3e_2B2nUo+0:03:28+0:04:08.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/4FiX2MlrQzM+0:05:16+0:05:48.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/UKha30MMuWI+0:07:27+0:08:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],"['enjoy', 'listen to music']",['was interesting'],['make improvement'],['cleanse face'],none,none,none,none,none,False,True,True,True,True,shown,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/QYuG1y0l45E+0:16:56+0:17:32.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/ji3e_2B2nUo+0:03:28+0:04:08.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/4FiX2MlrQzM+0:05:16+0:05:48.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/UKha30MMuWI+0:07:27+0:08:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['feel good'],"['enjoy', 'learn']",['was interesting'],['exciting'],['cleanse face'],none,none,none,none,none,False,True,True,True,True,both,shown,both,shown,shown,nice,nice,nice,nice,nice
https://github.com/OanaIgnat/miniclips/blob/main/no_check/bJ8WQ9BI4-I+0:16:24+0:16:48.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/O4kvQ6jC1Ig+0:01:29+0:02:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/xgWK1-KtXaY+0:03:08+0:03:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/HuHe4VHvijA+0:08:27+0:08:54.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],"['hear what saying', 'obey']",['was memorable'],['make improvement'],['cleanse face'],none,none,none,none,none,True,False,False,False,True,mentioned,mentioned,mentioned,both,both,na,na,na,na,na
https://github.com/OanaIgnat/miniclips/blob/main/no_check/bJ8WQ9BI4-I+0:16:24+0:16:48.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/O4kvQ6jC1Ig+0:01:29+0:02:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/xgWK1-KtXaY+0:03:08+0:03:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/HuHe4VHvijA+0:08:27+0:08:54.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['feel good'],['learn'],['I cannot find any reason mentioned verbally or shown visually in the video'],"['exciting', 'make improvement']",['cleanse face'],none,none,none,none,none,True,False,False,False,False,shown,shown,shown,shown,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/TwBj3_1npbM+0:01:04+0:01:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:10.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c4LVU3qxdGA+0:02:58+0:03:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/VFuI_9XlAIY+0:04:39+0:05:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'grateful']","['be productive', 'learn']",['learn from'],['make improvement'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,mentioned,mentioned,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/TwBj3_1npbM+0:01:04+0:01:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:10.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c4LVU3qxdGA+0:02:58+0:03:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/VFuI_9XlAIY+0:04:39+0:05:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],['listen to music'],['was memorable'],['make improvement'],['cleanse face'],none,none,none,none,none,True,True,False,True,True,both,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/TwBj3_1npbM+0:01:04+0:01:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:10.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/c4LVU3qxdGA+0:02:58+0:03:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/VFuI_9XlAIY+0:04:39+0:05:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['helped'],['listen to music'],['use later'],['make improvement'],['cleanse face'],none,none,none,none,none,True,True,False,True,True,mentioned,mentioned,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/qFXyvvPfZBQ+0:09:33+0:10:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hB5xaW2VYSk+0:03:32+0:04:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tmy2TAITBuY+0:04:19+0:04:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good']","['be productive', 'learn']",['learn from'],"['change your mind', 'make improvement']",['clean arms and chest'],none,none,none,none,none,True,True,True,True,True,both,both,both,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/qFXyvvPfZBQ+0:09:33+0:10:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hB5xaW2VYSk+0:03:32+0:04:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tmy2TAITBuY+0:04:19+0:04:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['feel good', 'grateful']","['enjoy', 'hear what saying']","['learn from', 'was interesting']","['change your mind', 'make improvement']","['clean arms and chest', 'put on mask']",none,none,none,none,none,False,True,False,False,False,mentioned,shown,shown,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/qFXyvvPfZBQ+0:09:33+0:10:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/vJqVlxnechg+0:11:34+0:12:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hB5xaW2VYSk+0:03:32+0:04:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tmy2TAITBuY+0:04:19+0:04:35.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,listening,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['listen to music', 'be productive', 'learn', 'obey', 'enjoy', 'hear what saying', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],"['learn', 'listen to music']",['I cannot find any reason mentioned verbally or shown visually in the video'],['change your mind'],['clean arms and chest'],none,none,none,none,none,True,False,False,True,True,both,both,both,both,both,none,none,none,none,none
